entry_id,cluster_id,num_clones,clone_ids
BigCodeBench/751,0,2,"zero-shot llama3.1:latest-test 1 ['refac_2,refac_6,refac_7'];zero-shot llama3.1:latest-test 1 ['refac_1,refac_4,refac_5']"
BigCodeBench/751,3,2,"cot gemma3:latest-test 1 ['refac_2,refac_5,refac_6'];cot gemma3:latest-test 1 ['refac_3,refac_5,refac_7']"
BigCodeBench/751,8,1,"zero-shot gemma3:latest-test 1 ['refac_1,refac_3,refac_4']"
BigCodeBench/551,1,29,"zero-shot deepseek-r1:14b-test 1 ['refac_3,refac_5,refac_7'];zero-shot deepseek-r1:14b-test 1 ['refac_2,refac_5,refac_6'];zero-shot deepseek-r1:14b-test 1 ['refac_1,refac_4,refac_5'];zero-shot deepseek-r1:14b-test 1 ['refac_2,refac_4,refac_6'];zero-shot gpt-oss:20b-complete 1 ['refac_1,refac_3,refac_4'];cot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_4'];zero-shot deepseek-r1:14b-test 1 ['refac_2,refac_6,refac_7'];zero-shot deepseek-r1:14b-complete 1 ['refac_2,refac_6,refac_7'];zero-shot deepseek-r1:14b-test 1 ['refac_1,refac_3,refac_4'];zero-shot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_4'];zero-shot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_7'];cot deepseek-r1:14b-test 1 ['refac_2,refac_6,refac_7'];cot deepseek-r1:14b-test 1 ['refac_3,refac_5,refac_7'];cot deepseek-r1:14b-test 1 ['refac_2,refac_4,refac_6'];zero-shot gemma3:latest-complete 1 ['refac_1,refac_4,refac_5'];cot deepseek-r1:14b-test 1 ['refac_1,refac_4,refac_5'];zero-shot deepseek-r1:14b-complete 1 ['refac_1,refac_3,refac_7'];cot gpt-oss:20b-test 1 ['refac_2,refac_6,refac_7'];zero-shot deepseek-r1:14b-ast 1 ['refac_2,refac_5,refac_6'];cot gpt-oss:20b-complete 1 ['refac_1,refac_4,refac_5'];zero-shot gemma3:latest-test 1 ['refac_1,refac_3,refac_4'];cot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_7'];cot gpt-oss:20b-complete 1 ['refac_2,refac_5,refac_6'];zero-shot gpt-oss:20b-test 1 ['refac_2,refac_5,refac_6'];cot gpt-oss:20b-test 1 ['refac_2,refac_4,refac_6'];zero-shot llama3.1:latest-ast 1 ['refac_3,refac_5,refac_7'];cot llama3.1:latest-ast 1 ['refac_3,refac_5,refac_7'];zero-shot llama3.1:latest-ast 1 ['refac_2,refac_4,refac_6'];cot gpt-oss:20b-complete 1 ['refac_1,refac_3,refac_4']"
BigCodeBench/551,0,5,"zero-shot deepseek-r1:14b-code 1 ['refac_3,refac_5,refac_7'];zero-shot deepseek-r1:14b-code 1 ['refac_2,refac_5,refac_6'];zero-shot deepseek-r1:14b-code 1 ['refac_2,refac_6,refac_7'];zero-shot deepseek-r1:14b-code 1 ['refac_1,refac_4,refac_5'];zero-shot deepseek-r1:14b-code 1 ['refac_1,refac_3,refac_4']"
BigCodeBench/551,2,1,"cot gpt-oss:20b-code 1 ['refac_1,refac_3,refac_7']"
BigCodeBench/932,3,6,"zero-shot deepseek-r1:14b-test 1 ['refac_3,refac_5,refac_7'];zero-shot deepseek-r1:14b-test 1 ['refac_2,refac_5,refac_6'];zero-shot deepseek-r1:14b-test 1 ['refac_1,refac_4,refac_5'];zero-shot deepseek-r1:14b-test 1 ['refac_2,refac_6,refac_7'];cot deepseek-r1:14b-test 1 ['refac_2,refac_6,refac_7'];cot deepseek-r1:14b-test 1 ['refac_1,refac_4,refac_5']"
BigCodeBench/932,4,10,"zero-shot deepseek-r1:14b-code 1 ['refac_3,refac_5,refac_7'];zero-shot deepseek-r1:14b-code 1 ['refac_2,refac_5,refac_6'];cot llama3.1:latest-code 1 ['refac_1,refac_3,refac_4'];zero-shot deepseek-r1:14b-code 1 ['refac_2,refac_6,refac_7'];zero-shot deepseek-r1:14b-complete 1 ['refac_2,refac_6,refac_7'];zero-shot deepseek-r1:14b-code 1 ['refac_1,refac_4,refac_5'];zero-shot deepseek-r1:14b-complete 1 ['refac_1,refac_3,refac_7'];zero-shot deepseek-r1:14b-code 1 ['refac_1,refac_3,refac_4'];zero-shot llama3.1:latest-code 1 ['refac_3,refac_5,refac_7'];zero-shot llama3.1:latest-code 1 ['refac_1,refac_4,refac_5']"
BigCodeBench/932,1,4,"zero-shot gpt-oss:20b-complete 1 ['refac_1,refac_3,refac_4'];zero-shot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_7'];cot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_7'];cot gpt-oss:20b-test 1 ['refac_2,refac_4,refac_6']"
BigCodeBench/932,0,8,"cot llama3.1:latest-test 1 ['refac_2,refac_5,refac_6'];cot deepseek-r1:14b-test 1 ['refac_3,refac_5,refac_7'];zero-shot llama3.1:latest-test 1 ['refac_2,refac_6,refac_7'];zero-shot llama3.1:latest-test 1 ['refac_1,refac_4,refac_5'];cot deepseek-r1:14b-test 1 ['refac_2,refac_4,refac_6'];cot gemma3:latest-test 1 ['refac_2,refac_5,refac_6'];zero-shot gemma3:latest-test 1 ['refac_1,refac_3,refac_4'];cot gemma3:latest-test 1 ['refac_3,refac_5,refac_7']"
BigCodeBench/932,2,4,"cot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_4'];zero-shot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_4'];cot gpt-oss:20b-code 1 ['refac_1,refac_3,refac_7'];cot gpt-oss:20b-test 1 ['refac_2,refac_6,refac_7']"
BigCodeBench/44,0,6,"cot deepseek-r1:14b-complete 1 ['refac_2,refac_6,refac_7'];zero-shot deepseek-r1:14b-complete 1 ['refac_2,refac_6,refac_7'];cot deepseek-r1:14b-complete 1 ['refac_2,refac_5,refac_6'];zero-shot deepseek-r1:14b-complete 1 ['refac_1,refac_3,refac_7'];zero-shot llama3.1:latest-ast 1 ['refac_3,refac_5,refac_7'];zero-shot llama3.1:latest-ast 1 ['refac_2,refac_4,refac_6']"
BigCodeBench/44,1,8,"cot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_4'];zero-shot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_7'];cot deepseek-r1:14b-test 1 ['refac_2,refac_6,refac_7'];cot deepseek-r1:14b-test 1 ['refac_2,refac_4,refac_6'];cot gpt-oss:20b-test 1 ['refac_2,refac_6,refac_7'];cot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_7'];zero-shot gpt-oss:20b-test 1 ['refac_2,refac_5,refac_6'];cot gpt-oss:20b-test 1 ['refac_2,refac_4,refac_6']"
BigCodeBench/44,2,2,"cot gpt-oss:20b-complete 1 ['refac_2,refac_5,refac_6'];cot gpt-oss:20b-complete 1 ['refac_1,refac_3,refac_4']"
BigCodeBench/135,0,8,"zero-shot deepseek-r1:14b-test 1 ['refac_2,refac_5,refac_6'];zero-shot deepseek-r1:14b-test 1 ['refac_1,refac_4,refac_5'];zero-shot deepseek-r1:14b-test 1 ['refac_2,refac_4,refac_6'];cot deepseek-r1:14b-test 1 ['refac_3,refac_5,refac_7'];cot deepseek-r1:14b-test 1 ['refac_2,refac_4,refac_6'];cot deepseek-r1:14b-test 1 ['refac_1,refac_4,refac_5'];zero-shot gemma3:latest-test 1 ['refac_1,refac_3,refac_4'];cot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_7']"
BigCodeBench/135,1,1,"zero-shot llama3.1:latest-test 1 ['refac_1,refac_4,refac_5']"
BigCodeBench/1094,0,1,"zero-shot llama3.1:latest-ast 1 ['refac_2,refac_4,refac_6']"
BigCodeBench/1094,1,1,"cot gpt-oss:20b-complete 1 ['refac_1,refac_3,refac_4']"
BigCodeBench/80,0,1,"cot llama3.1:latest-test 1 ['refac_2,refac_5,refac_6']"
BigCodeBench/80,1,1,"cot gpt-oss:20b-code 1 ['refac_1,refac_3,refac_7']"
BigCodeBench/1091,2,6,"zero-shot deepseek-r1:14b-test 1 ['refac_3,refac_5,refac_7'];zero-shot deepseek-r1:14b-test 1 ['refac_2,refac_5,refac_6'];zero-shot deepseek-r1:14b-test 1 ['refac_1,refac_4,refac_5'];zero-shot deepseek-r1:14b-test 1 ['refac_2,refac_4,refac_6'];cot deepseek-r1:14b-test 1 ['refac_2,refac_6,refac_7'];cot llama3.1:latest-ast 1 ['refac_3,refac_5,refac_7']"
BigCodeBench/1091,3,3,"zero-shot deepseek-r1:14b-code 1 ['refac_3,refac_5,refac_7'];zero-shot deepseek-r1:14b-code 1 ['refac_2,refac_6,refac_7'];zero-shot deepseek-r1:14b-code 1 ['refac_1,refac_3,refac_4']"
BigCodeBench/1091,4,15,"zero-shot gpt-oss:20b-complete 1 ['refac_1,refac_3,refac_4'];cot llama3.1:latest-test 1 ['refac_2,refac_5,refac_6'];cot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_4'];zero-shot deepseek-r1:14b-test 1 ['refac_2,refac_6,refac_7'];zero-shot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_4'];zero-shot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_7'];zero-shot llama3.1:latest-test 1 ['refac_2,refac_6,refac_7'];cot gpt-oss:20b-test 1 ['refac_2,refac_6,refac_7'];cot gpt-oss:20b-complete 1 ['refac_1,refac_4,refac_5'];cot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_7'];cot gpt-oss:20b-complete 1 ['refac_2,refac_5,refac_6'];zero-shot gpt-oss:20b-test 1 ['refac_2,refac_5,refac_6'];cot gpt-oss:20b-test 1 ['refac_2,refac_4,refac_6'];cot gpt-oss:20b-complete 1 ['refac_1,refac_3,refac_4'];zero-shot gpt-oss:20b-complete 1 ['refac_1,refac_3,refac_7']"
BigCodeBench/1091,0,2,"zero-shot deepseek-r1:14b-complete 1 ['refac_2,refac_6,refac_7'];cot gpt-oss:20b-code 1 ['refac_1,refac_3,refac_7']"
BigCodeBench/1091,1,1,"cot llama3.1:latest-complete 1 ['refac_2,refac_4,refac_6']"
BigCodeBench/858,0,2,"zero-shot gpt-oss:20b-complete 1 ['refac_1,refac_3,refac_4'];zero-shot gpt-oss:20b-complete 1 ['refac_1,refac_3,refac_7']"
BigCodeBench/1058,0,3,"zero-shot deepseek-r1:14b-test 1 ['refac_3,refac_5,refac_7'];zero-shot deepseek-r1:14b-test 1 ['refac_1,refac_4,refac_5'];zero-shot llama3.1:latest-test 1 ['refac_2,refac_6,refac_7']"
BigCodeBench/1058,1,4,"cot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_4'];cot gpt-oss:20b-test 1 ['refac_2,refac_6,refac_7'];cot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_7'];cot gpt-oss:20b-test 1 ['refac_2,refac_4,refac_6']"
BigCodeBench/1058,2,3,"zero-shot deepseek-r1:14b-complete 1 ['refac_2,refac_6,refac_7'];zero-shot deepseek-r1:14b-complete 1 ['refac_1,refac_3,refac_7'];zero-shot gpt-oss:20b-complete 1 ['refac_1,refac_3,refac_7']"
BigCodeBench/626,1,12,"zero-shot deepseek-r1:14b-code 1 ['refac_3,refac_5,refac_7'];zero-shot gpt-oss:20b-complete 1 ['refac_1,refac_3,refac_4'];zero-shot deepseek-r1:14b-code 1 ['refac_2,refac_5,refac_6'];zero-shot deepseek-r1:14b-code 1 ['refac_2,refac_6,refac_7'];cot gpt-oss:20b-code 1 ['refac_1,refac_3,refac_7'];zero-shot deepseek-r1:14b-code 1 ['refac_1,refac_4,refac_5'];zero-shot deepseek-r1:14b-code 1 ['refac_1,refac_3,refac_4'];zero-shot deepseek-r1:14b-ast 1 ['refac_2,refac_5,refac_6'];cot gpt-oss:20b-complete 1 ['refac_1,refac_4,refac_5'];cot gpt-oss:20b-complete 1 ['refac_2,refac_5,refac_6'];cot gpt-oss:20b-complete 1 ['refac_1,refac_3,refac_4'];zero-shot gpt-oss:20b-complete 1 ['refac_1,refac_3,refac_7']"
BigCodeBench/626,0,3,"cot llama3.1:latest-test 1 ['refac_2,refac_5,refac_6'];zero-shot llama3.1:latest-test 1 ['refac_2,refac_6,refac_7'];zero-shot llama3.1:latest-test 1 ['refac_1,refac_4,refac_5']"
BigCodeBench/626,2,1,"cot gpt-oss:20b-test 1 ['refac_2,refac_4,refac_6']"
BigCodeBench/739,0,7,"zero-shot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_4'];zero-shot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_7'];cot deepseek-r1:14b-complete 1 ['refac_2,refac_5,refac_6'];cot gpt-oss:20b-test 1 ['refac_2,refac_6,refac_7'];cot gpt-oss:20b-complete 1 ['refac_1,refac_4,refac_5'];cot gpt-oss:20b-test 1 ['refac_2,refac_4,refac_6'];cot gpt-oss:20b-complete 1 ['refac_1,refac_3,refac_4']"
BigCodeBench/739,1,1,"cot gpt-oss:20b-code 1 ['refac_1,refac_3,refac_7']"
BigCodeBench/485,0,9,"zero-shot deepseek-r1:14b-test 1 ['refac_3,refac_5,refac_7'];zero-shot deepseek-r1:14b-test 1 ['refac_2,refac_5,refac_6'];zero-shot deepseek-r1:14b-test 1 ['refac_1,refac_4,refac_5'];zero-shot deepseek-r1:14b-test 1 ['refac_2,refac_4,refac_6'];zero-shot deepseek-r1:14b-test 1 ['refac_2,refac_6,refac_7'];zero-shot deepseek-r1:14b-test 1 ['refac_1,refac_3,refac_4'];cot deepseek-r1:14b-test 1 ['refac_3,refac_5,refac_7'];cot deepseek-r1:14b-test 1 ['refac_2,refac_4,refac_6'];cot deepseek-r1:14b-test 1 ['refac_1,refac_4,refac_5']"
BigCodeBench/485,1,5,"cot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_4'];cot gpt-oss:20b-test 1 ['refac_2,refac_6,refac_7'];cot gpt-oss:20b-complete 1 ['refac_1,refac_4,refac_5'];cot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_7'];cot gpt-oss:20b-complete 1 ['refac_2,refac_5,refac_6']"
BigCodeBench/8,0,10,"zero-shot deepseek-r1:14b-test 1 ['refac_3,refac_5,refac_7'];zero-shot deepseek-r1:14b-test 1 ['refac_2,refac_5,refac_6'];zero-shot deepseek-r1:14b-test 1 ['refac_1,refac_4,refac_5'];zero-shot deepseek-r1:14b-test 1 ['refac_2,refac_4,refac_6'];zero-shot deepseek-r1:14b-test 1 ['refac_2,refac_6,refac_7'];zero-shot deepseek-r1:14b-test 1 ['refac_1,refac_3,refac_4'];cot deepseek-r1:14b-test 1 ['refac_2,refac_6,refac_7'];cot deepseek-r1:14b-test 1 ['refac_3,refac_5,refac_7'];cot deepseek-r1:14b-test 1 ['refac_2,refac_4,refac_6'];cot deepseek-r1:14b-test 1 ['refac_1,refac_4,refac_5']"
BigCodeBench/8,1,21,"zero-shot gpt-oss:20b-complete 1 ['refac_1,refac_3,refac_4'];cot deepseek-r1:14b-complete 1 ['refac_2,refac_6,refac_7'];cot llama3.1:latest-test 1 ['refac_2,refac_5,refac_6'];cot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_4'];zero-shot deepseek-r1:14b-complete 1 ['refac_2,refac_6,refac_7'];zero-shot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_4'];zero-shot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_7'];zero-shot llama3.1:latest-test 1 ['refac_2,refac_6,refac_7'];zero-shot llama3.1:latest-test 1 ['refac_1,refac_4,refac_5'];cot deepseek-r1:14b-complete 1 ['refac_2,refac_5,refac_6'];cot gpt-oss:20b-test 1 ['refac_2,refac_6,refac_7'];cot gemma3:latest-test 1 ['refac_2,refac_5,refac_6'];cot gpt-oss:20b-complete 1 ['refac_1,refac_4,refac_5'];zero-shot gemma3:latest-test 1 ['refac_1,refac_3,refac_4'];cot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_7'];cot gpt-oss:20b-complete 1 ['refac_2,refac_5,refac_6'];cot gemma3:latest-test 1 ['refac_3,refac_5,refac_7'];zero-shot gpt-oss:20b-test 1 ['refac_2,refac_5,refac_6'];cot gpt-oss:20b-test 1 ['refac_2,refac_4,refac_6'];cot gpt-oss:20b-complete 1 ['refac_1,refac_3,refac_4'];zero-shot gpt-oss:20b-complete 1 ['refac_1,refac_3,refac_7']"
BigCodeBench/284,0,9,"zero-shot deepseek-r1:14b-test 1 ['refac_1,refac_4,refac_5'];cot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_4'];zero-shot deepseek-r1:14b-test 1 ['refac_2,refac_6,refac_7'];zero-shot deepseek-r1:14b-test 1 ['refac_1,refac_3,refac_4'];cot deepseek-r1:14b-test 1 ['refac_2,refac_6,refac_7'];cot deepseek-r1:14b-test 1 ['refac_3,refac_5,refac_7'];cot deepseek-r1:14b-test 1 ['refac_2,refac_4,refac_6'];cot deepseek-r1:14b-test 1 ['refac_1,refac_4,refac_5'];zero-shot gpt-oss:20b-test 1 ['refac_2,refac_5,refac_6']"
BigCodeBench/510,0,19,"zero-shot deepseek-r1:14b-test 1 ['refac_3,refac_5,refac_7'];zero-shot deepseek-r1:14b-test 1 ['refac_2,refac_5,refac_6'];zero-shot deepseek-r1:14b-test 1 ['refac_1,refac_4,refac_5'];zero-shot deepseek-r1:14b-test 1 ['refac_2,refac_4,refac_6'];cot deepseek-r1:14b-complete 1 ['refac_2,refac_6,refac_7'];cot llama3.1:latest-test 1 ['refac_2,refac_5,refac_6'];zero-shot deepseek-r1:14b-test 1 ['refac_2,refac_6,refac_7'];zero-shot deepseek-r1:14b-complete 1 ['refac_2,refac_6,refac_7'];zero-shot deepseek-r1:14b-test 1 ['refac_1,refac_3,refac_4'];cot deepseek-r1:14b-test 1 ['refac_2,refac_6,refac_7'];cot deepseek-r1:14b-test 1 ['refac_3,refac_5,refac_7'];zero-shot llama3.1:latest-test 1 ['refac_2,refac_6,refac_7'];cot deepseek-r1:14b-test 1 ['refac_2,refac_4,refac_6'];cot deepseek-r1:14b-complete 1 ['refac_2,refac_5,refac_6'];cot deepseek-r1:14b-test 1 ['refac_1,refac_4,refac_5'];zero-shot deepseek-r1:14b-complete 1 ['refac_1,refac_3,refac_7'];cot gemma3:latest-test 1 ['refac_2,refac_5,refac_6'];zero-shot gemma3:latest-test 1 ['refac_1,refac_3,refac_4'];cot gemma3:latest-test 1 ['refac_3,refac_5,refac_7']"
BigCodeBench/510,1,5,"cot llama3.1:latest-code 1 ['refac_1,refac_3,refac_4'];cot gpt-oss:20b-code 1 ['refac_1,refac_3,refac_7'];cot gpt-oss:20b-complete 1 ['refac_1,refac_4,refac_5'];zero-shot llama3.1:latest-code 1 ['refac_1,refac_4,refac_5'];zero-shot llama3.1:latest-ast 1 ['refac_2,refac_4,refac_6']"
BigCodeBench/510,2,6,"cot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_4'];zero-shot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_4'];cot gpt-oss:20b-test 1 ['refac_2,refac_6,refac_7'];cot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_7'];zero-shot gpt-oss:20b-test 1 ['refac_2,refac_5,refac_6'];cot gpt-oss:20b-test 1 ['refac_2,refac_4,refac_6']"
BigCodeBench/510,3,1,"zero-shot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_7']"
BigCodeBench/621,2,19,"zero-shot deepseek-r1:14b-test 1 ['refac_3,refac_5,refac_7'];zero-shot deepseek-r1:14b-test 1 ['refac_2,refac_5,refac_6'];zero-shot deepseek-r1:14b-test 1 ['refac_1,refac_4,refac_5'];zero-shot deepseek-r1:14b-test 1 ['refac_2,refac_4,refac_6'];zero-shot gpt-oss:20b-complete 1 ['refac_1,refac_3,refac_4'];cot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_4'];zero-shot deepseek-r1:14b-test 1 ['refac_2,refac_6,refac_7'];zero-shot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_4'];cot gpt-oss:20b-code 1 ['refac_1,refac_3,refac_7'];zero-shot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_7'];cot deepseek-r1:14b-test 1 ['refac_3,refac_5,refac_7'];cot deepseek-r1:14b-test 1 ['refac_2,refac_4,refac_6'];cot gpt-oss:20b-test 1 ['refac_2,refac_6,refac_7'];cot gpt-oss:20b-complete 1 ['refac_1,refac_4,refac_5'];cot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_7'];cot gpt-oss:20b-complete 1 ['refac_2,refac_5,refac_6'];zero-shot gpt-oss:20b-test 1 ['refac_2,refac_5,refac_6'];cot gpt-oss:20b-test 1 ['refac_2,refac_4,refac_6'];zero-shot gpt-oss:20b-complete 1 ['refac_1,refac_3,refac_7']"
BigCodeBench/621,0,7,"cot llama3.1:latest-test 1 ['refac_2,refac_5,refac_6'];cot deepseek-r1:14b-test 1 ['refac_2,refac_6,refac_7'];zero-shot llama3.1:latest-test 1 ['refac_2,refac_6,refac_7'];zero-shot llama3.1:latest-test 1 ['refac_1,refac_4,refac_5'];cot deepseek-r1:14b-test 1 ['refac_1,refac_4,refac_5'];zero-shot llama3.1:latest-code 1 ['refac_3,refac_5,refac_7'];zero-shot llama3.1:latest-code 1 ['refac_1,refac_4,refac_5']"
BigCodeBench/621,1,3,"zero-shot deepseek-r1:14b-test 1 ['refac_1,refac_3,refac_4'];cot gemma3:latest-test 1 ['refac_2,refac_5,refac_6'];cot gemma3:latest-test 1 ['refac_3,refac_5,refac_7']"
BigCodeBench/43,0,2,"zero-shot deepseek-r1:14b-test 1 ['refac_2,refac_5,refac_6'];zero-shot deepseek-r1:14b-test 1 ['refac_1,refac_3,refac_4']"
BigCodeBench/43,1,12,"zero-shot deepseek-r1:14b-code 1 ['refac_3,refac_5,refac_7'];zero-shot deepseek-r1:14b-code 1 ['refac_2,refac_5,refac_6'];zero-shot deepseek-r1:14b-code 1 ['refac_2,refac_6,refac_7'];zero-shot deepseek-r1:14b-code 1 ['refac_1,refac_4,refac_5'];cot deepseek-r1:14b-test 1 ['refac_2,refac_6,refac_7'];cot deepseek-r1:14b-test 1 ['refac_3,refac_5,refac_7'];cot deepseek-r1:14b-test 1 ['refac_2,refac_4,refac_6'];cot deepseek-r1:14b-test 1 ['refac_1,refac_4,refac_5'];cot gpt-oss:20b-test 1 ['refac_2,refac_6,refac_7'];zero-shot deepseek-r1:14b-code 1 ['refac_1,refac_3,refac_4'];zero-shot deepseek-r1:14b-ast 1 ['refac_2,refac_5,refac_6'];cot gpt-oss:20b-complete 1 ['refac_1,refac_3,refac_4']"
BigCodeBench/43,2,1,"cot gpt-oss:20b-code 1 ['refac_1,refac_3,refac_7']"
BigCodeBench/66,0,4,"zero-shot deepseek-r1:14b-complete 1 ['refac_2,refac_6,refac_7'];zero-shot deepseek-r1:14b-complete 1 ['refac_1,refac_3,refac_7'];cot gpt-oss:20b-test 1 ['refac_1,refac_3,refac_7'];cot gpt-oss:20b-test 1 ['refac_2,refac_4,refac_6']"
